containerid,coke_ind,coke_kilo
gcn79090268,0,0
gcn79090293,0,0
gcn79090307,0,0
gcn79090324,0,0
gcn79090327,0,0
gcn79090339,0,0
gcn79090345,0,0
gcn79090349,0,0
gcn79090350,0,0
gcn79090356,0,0
gcn79090362,0,0
gcn79090363,0,0
gcn79090365,0,0
gcn79090370,0,0
gcn79090371,0,0
gcn79090375,0,0
gcn79090399,0,0
gcn79090402,0,0
gcn79090413,0,0
gcn79090414,0,0
gcn79090417,0,0
gcn79090421,0,0
gcn79090425,0,0
gcn79090426,0,0
gcn79090453,0,0
gcn79090456,0,0
gcn79090458,0,0
gcn79090463,0,0
gcn79090466,0,0
gcn79090468,0,0
gcn79090479,0,0
gcn79090483,0,0
gcn79090487,0,0
gcn79090489,0,0
gcn79090493,0,0
gcn79090500,0,0
gcn79090512,0,0
gcn79090518,0,0
gcn79090519,0,0
gcn79090527,0,0
gcn79090530,0,0
gcn79090533,0,0
gcn79090534,1,4
gcn79090536,0,0
gcn79090538,0,0
gcn79090543,0,0
gcn79090548,0,0
gcn79090554,0,0
gcn79090561,0,0
gcn79090564,0,0
gcn79090597,0,0
gcn79090601,0,0
gcn79090602,0,0
gcn79090604,0,0
gcn79090607,0,0
gcn79090615,0,0
gcn79090631,0,0
gcn79090635,0,0
gcn79090640,0,0
gcn79090644,0,0
gcn79090651,0,0
gcn79090664,0,0
gcn79090672,0,0
gcn79090675,0,0
gcn79090679,0,0
gcn79090680,0,0
gcn79090682,0,0
gcn79090692,0,0
gcn79090694,0,0
gcn79090695,0,0
gcn79090697,0,0
gcn79090703,0,0
gcn79090707,0,0
gcn79090708,0,0
gcn79090717,0,0
gcn79090724,0,0
gcn79090726,0,0
gcn79090746,0,0
gcn79090749,0,0
gcn79090765,0,0
gcn79090771,0,0
gcn79090780,0,0
gcn79090781,0,0
gcn79090786,0,0
gcn79090792,0,0
gcn79090796,0,0
gcn79090801,0,0
gcn79090803,0,0
gcn79090811,0,0
gcn79090814,0,0
gcn79090817,0,0
gcn79090818,0,0
gcn79090819,0,0
gcn79090821,0,0
gcn79090830,0,0
gcn79090846,0,0
gcn79090856,0,0
gcn79090857,0,0
gcn79090867,0,0
gcn79090887,0,0
gcn79090894,0,0
gcn79090901,0,0
gcn79090915,0,0
gcn79090920,0,0
gcn79090926,0,0
gcn79090932,0,0
gcn79090933,0,0
gcn79090936,0,0
gcn79090938,0,0
gcn79090948,0,0
gcn79090953,0,0
gcn79090959,0,0
gcn79090971,0,0
gcn79090973,0,0
gcn79090975,0,0
gcn79090978,0,0
gcn79091003,0,0
gcn79091006,0,0
gcn79091013,0,0
gcn79091015,0,0
gcn79091021,0,0
gcn79091038,0,0
gcn79091056,0,0
gcn79091057,0,0
gcn79091081,0,0
gcn79091082,0,0
gcn79091083,0,0
gcn79091106,0,0
gcn79091109,0,0
gcn79091111,0,0
gcn79091122,0,0
gcn79091124,0,0
gcn79091129,0,0
gcn79091133,0,0
gcn79091136,0,0
gcn79091150,0,0
gcn79091160,0,0
gcn79091161,0,0
gcn79091171,0,0
gcn79091172,0,0
gcn79091177,0,0
gcn79091183,0,0
gcn79091195,0,0
gcn79091202,0,0
gcn79091205,0,0
gcn79091208,0,0
gcn79091216,0,0
gcn79091222,0,0
gcn79091224,0,0
gcn79091237,0,0
gcn79091239,0,0
gcn79091240,0,0
gcn79091244,0,0
gcn79091248,0,0
gcn79091265,0,0
gcn79091279,0,0
gcn79091283,0,0
gcn79091285,0,0
gcn79091323,0,0
gcn79091339,0,0
gcn79091344,0,0
gcn79091346,0,0
gcn79091348,0,0
gcn79091360,0,0
gcn79091361,0,0
gcn79091365,0,0
gcn79091379,0,0
gcn79091386,0,0
gcn79091401,0,0
gcn79091408,0,0
gcn79091412,0,0
gcn79091415,0,0
gcn79091416,0,0
gcn79091417,0,0
gcn79091419,0,0
gcn79091440,0,0
gcn79091444,0,0
gcn79091454,0,0
gcn79091467,0,0
gcn79091482,0,0
gcn79091484,0,0
gcn79091487,0,0
gcn79091502,0,0
gcn79091504,0,0
gcn79091509,0,0
gcn79091521,0,0
gcn79091526,0,0
gcn79091529,0,0
gcn79091544,0,0
gcn79091548,0,0
gcn79091549,0,0
gcn79091555,0,0
gcn79091566,0,0
gcn79091567,0,0
gcn79091568,0,0
gcn79091569,0,0
gcn79091587,0,0
gcn79091592,0,0
gcn79091595,0,0
gcn79091597,0,0
gcn79091603,0,0
gcn79091608,0,0
gcn79091610,0,0
gcn79091625,0,0
gcn79091642,0,0
gcn79091652,0,0
gcn79091654,0,0
gcn79091656,0,0
gcn79091658,0,0
gcn79091665,0,0
gcn79091669,0,0
gcn79091673,0,0
gcn79091674,0,0
gcn79091681,0,0
gcn79091686,0,0
gcn79091689,0,0
gcn79091698,0,0
gcn79091699,0,0
gcn79091701,0,0
gcn79091718,0,0
gcn79091721,0,0
gcn79091726,0,0
gcn79091733,0,0
gcn79091742,0,0
gcn79091744,0,0
gcn79091768,0,0
gcn79091772,0,0
gcn79091776,1,1
gcn79091798,0,0
gcn79091799,0,0
gcn79091800,0,0
gcn79091804,0,0
gcn79091807,0,0
gcn79091813,0,0
gcn79091818,0,0
gcn79091820,0,0
gcn79091822,0,0
gcn79091824,0,0
gcn79091826,0,0
gcn79091829,0,0
gcn79091843,0,0
gcn79091845,0,0
gcn79091850,0,0
gcn79091861,0,0
gcn79091868,0,0
gcn79091870,0,0
gcn79091872,0,0
gcn79091878,0,0
gcn79091879,0,0
gcn79091880,1,5
gcn79091881,0,0
gcn79091887,0,0
gcn79091888,0,0
gcn79091894,0,0
gcn79091896,0,0
gcn79091909,0,0
gcn79091912,0,0
gcn79091920,0,0
gcn79091921,0,0
gcn79091931,0,0
gcn79091932,0,0
gcn79091934,0,0
gcn79091954,0,0
gcn79091959,0,0
gcn79091961,0,0
gcn79091965,0,0
gcn79091966,0,0
gcn79091968,0,0
gcn79091970,0,0
gcn79091971,0,0
gcn79091986,0,0
gcn79091989,0,0
gcn79091995,0,0
gcn79092000,0,0
gcn79092002,1,6
gcn79092008,0,0
gcn79092012,0,0
gcn79092019,0,0
gcn79092029,0,0
gcn79092035,0,0
gcn79092039,0,0
gcn79092052,0,0
gcn79092057,0,0
gcn79092061,0,0
gcn79092062,0,0
gcn79092081,0,0
gcn79092082,0,0
gcn79092100,0,0
gcn79092112,0,0
gcn79092114,0,0
gcn79092125,0,0
gcn79092141,0,0
gcn79092152,1,4
gcn79092156,0,0
gcn79092162,0,0
gcn79092167,0,0
gcn79092174,0,0
gcn79092184,0,0
gcn79092186,0,0
gcn79092191,0,0
gcn79092221,0,0
gcn79092235,0,0
gcn79092238,0,0
gcn79092241,0,0
gcn79092245,0,0
gcn79092253,0,0
gcn79092270,0,0
gcn79092273,0,0
gcn79092282,0,0
gcn79092283,0,0
gcn79092290,0,0
gcn79092297,0,0
gcn79092300,0,0
gcn79092307,0,0
gcn79092311,0,0
gcn79092317,0,0
gcn79092322,0,0
gcn79092330,0,0
gcn79092336,0,0
gcn79092338,0,0
gcn79092344,0,0
gcn79092350,0,0
gcn79092357,0,0
gcn79092365,0,0
gcn79092377,0,0
gcn79092385,0,0
gcn79092397,0,0
gcn79092404,0,0
gcn79092406,0,0
gcn79092408,0,0
gcn79092412,0,0
gcn79092414,0,0
gcn79092417,0,0
gcn79092421,0,0
gcn79092422,0,0
gcn79092425,0,0
gcn79092426,0,0
gcn79092448,0,0
gcn79092450,0,0
gcn79092465,0,0
gcn79092478,0,0
gcn79092490,0,0
gcn79092496,0,0
gcn79092507,0,0
gcn79092514,0,0
gcn79092519,0,0
gcn79092529,0,0
gcn79092533,0,0
gcn79092540,0,0
gcn79092543,0,0
gcn79092545,0,0
gcn79092551,0,0
gcn79092558,0,0
gcn79092561,0,0
gcn79092563,0,0
gcn79092565,0,0
gcn79092567,0,0
gcn79092570,0,0
gcn79092579,0,0
gcn79092580,0,0
gcn79092589,0,0
gcn79092592,0,0
gcn79092593,0,0
gcn79092595,0,0
gcn79092602,0,0
gcn79092603,0,0
gcn79092609,0,0
gcn79092612,0,0
gcn79092616,0,0
gcn79092633,0,0
gcn79092638,0,0
gcn79092639,0,0
gcn79092652,0,0
gcn79092659,0,0
gcn79092663,0,0
gcn79092665,0,0
gcn79092666,0,0
gcn79092671,0,0
gcn79092675,0,0
gcn79092676,0,0
gcn79092682,0,0
gcn79092686,0,0
gcn79092689,0,0
gcn79092694,0,0
gcn79092706,0,0
gcn79092707,1,2
gcn79092710,0,0
gcn79092711,0,0
gcn79092715,0,0
gcn79092725,0,0
gcn79092728,0,0
gcn79092733,0,0
gcn79092742,0,0
gcn79092743,0,0
gcn79092748,0,0
gcn79092749,0,0
gcn79092752,0,0
gcn79092755,0,0
gcn79092756,0,0
gcn79092757,0,0
gcn79092759,0,0
gcn79092760,0,0
gcn79092774,0,0
gcn79092794,0,0
gcn79092809,0,0
gcn79092810,0,0
gcn79092814,0,0
gcn79092819,0,0
gcn79092842,0,0
gcn79092863,0,0
gcn79092866,0,0
gcn79092870,1,9
gcn79092872,0,0
gcn79092881,0,0
gcn79092882,0,0
gcn79092894,0,0
gcn79092909,0,0
gcn79092918,0,0
gcn79092938,0,0
gcn79092942,0,0
gcn79092945,0,0
gcn79092958,0,0
gcn79092960,0,0
gcn79092966,0,0
gcn79092968,0,0
gcn79092970,0,0
gcn79092975,0,0
gcn79092977,0,0
gcn79093019,0,0
gcn79093020,0,0
gcn79093024,0,0
gcn79093028,0,0
gcn79093036,0,0
gcn79093037,0,0
gcn79093040,0,0
gcn79093058,0,0
gcn79093064,1,9
gcn79093066,0,0
gcn79093070,0,0
gcn79093093,0,0
gcn79093094,0,0
gcn79093100,0,0
gcn79093116,0,0
gcn79093133,0,0
gcn79093146,0,0
gcn79093155,0,0
gcn79093164,0,0
gcn79093170,0,0
gcn79093202,0,0
gcn79093213,0,0
gcn79093216,0,0
gcn79093226,0,0
gcn79093231,0,0
gcn79093235,0,0
gcn79093241,0,0
gcn79093245,0,0
gcn79093247,0,0
gcn79093252,0,0
gcn79093256,0,0
gcn79093284,0,0
gcn79093300,0,0
gcn79093309,0,0
gcn79093311,0,0
gcn79093343,0,0
gcn79093345,0,0
gcn79093346,0,0
gcn79093349,0,0
gcn79093350,0,0
gcn79093360,0,0
gcn79093363,0,0
gcn79093365,0,0
gcn79093367,1,2
gcn79093371,0,0
gcn79093377,0,0
gcn79093382,0,0
gcn79093385,0,0
gcn79093391,0,0
gcn79093392,0,0
gcn79093405,0,0
gcn79093412,0,0
gcn79093424,0,0
gcn79093428,0,0
gcn79093432,0,0
gcn79093433,0,0
gcn79093441,0,0
gcn79093450,0,0
gcn79093457,0,0
gcn79093464,0,0
gcn79093467,0,0
gcn79093479,0,0
gcn79093488,0,0
gcn79093492,0,0
gcn79093498,0,0
gcn79093506,0,0
gcn79093508,0,0
gcn79093514,0,0
gcn79093526,0,0
gcn79093528,0,0
gcn79093529,0,0
gcn79093536,0,0
gcn79093555,0,0
gcn79093567,0,0
gcn79093578,0,0
gcn79093588,0,0
gcn79093590,0,0
gcn79093592,0,0
gcn79093597,0,0
gcn79093603,0,0
gcn79093605,0,0
gcn79093608,0,0
gcn79093609,0,0
gcn79093615,0,0
gcn79093624,0,0
gcn79093626,0,0
gcn79093642,0,0
gcn79093644,0,0
gcn79093648,0,0
gcn79093662,0,0
gcn79093671,0,0
gcn79093674,0,0
gcn79093699,0,0
gcn79093704,1,4
gcn79093709,0,0
gcn79093711,0,0
gcn79093713,0,0
gcn79093716,0,0
gcn79093717,0,0
gcn79093722,0,0
gcn79093723,0,0
gcn79093725,0,0
gcn79093727,0,0
gcn79093728,0,0
gcn79093729,0,0
gcn79093740,0,0
gcn79093741,0,0
gcn79093749,1,7
gcn79093753,0,0
gcn79093757,0,0
gcn79093767,0,0
gcn79093768,0,0
gcn79093769,0,0
gcn79093770,0,0
gcn79093780,0,0
gcn79093784,0,0
gcn79093785,0,0
gcn79093788,0,0
gcn79093799,0,0
gcn79093802,0,0
gcn79093810,0,0
gcn79093814,0,0
gcn79093821,0,0
gcn79093827,0,0
gcn79093847,0,0
gcn79093853,0,0
gcn79093854,0,0
gcn79093863,0,0
gcn79093866,0,0
gcn79093872,0,0
gcn79093875,0,0
gcn79093884,0,0
gcn79093887,0,0
gcn79093894,0,0
gcn79093902,0,0
gcn79093911,0,0
gcn79093912,0,0
gcn79093916,0,0
gcn79093944,0,0
gcn79093949,0,0
gcn79093950,0,0
gcn79093958,0,0
gcn79093959,0,0
gcn79093965,0,0
gcn79093970,0,0
gcn79093972,0,0
gcn79093975,0,0
gcn79093979,0,0
gcn79093985,0,0
gcn79093990,0,0
gcn79094000,0,0
gcn79094001,0,0
gcn79094004,0,0
gcn79094007,0,0
gcn79094021,0,0
gcn79094029,0,0
gcn79094036,0,0
gcn79094037,0,0
gcn79094039,0,0
gcn79094041,0,0
gcn79094044,0,0
gcn79094046,0,0
gcn79094051,0,0
gcn79094055,0,0
gcn79094062,0,0
gcn79094063,0,0
gcn79094065,0,0
gcn79094068,0,0
gcn79094070,0,0
gcn79094082,0,0
gcn79094083,0,0
gcn79094087,0,0
gcn79094089,0,0
gcn79094100,0,0
gcn79094106,0,0
gcn79094116,0,0
gcn79094125,0,0
gcn79094126,0,0
gcn79094132,0,0
gcn79094146,0,0
gcn79094148,0,0
gcn79094149,0,0
gcn79094152,0,0
gcn79094153,0,0
gcn79094154,0,0
gcn79094161,0,0
gcn79094167,0,0
gcn79094168,0,0
gcn79094174,0,0
gcn79094182,0,0
gcn79094183,0,0
gcn79094187,0,0
gcn79094196,0,0
gcn79094204,0,0
gcn79094214,0,0
gcn79094237,0,0
gcn79094263,0,0
gcn79094265,0,0
gcn79094271,0,0
gcn79094295,0,0
gcn79094302,0,0
gcn79094310,0,0
gcn79094311,0,0
gcn79094313,0,0
gcn79094327,0,0
gcn79094338,0,0
gcn79094339,0,0
gcn79094347,0,0
gcn79094350,0,0
gcn79094355,0,0
gcn79094357,0,0
gcn79094366,0,0
gcn79094372,0,0
gcn79094383,0,0
gcn79094386,0,0
gcn79094389,0,0
gcn79094397,0,0
gcn79094400,0,0
gcn79094414,0,0
gcn79094416,0,0
gcn79094417,0,0
gcn79094418,0,0
gcn79094419,0,0
gcn79094425,0,0
gcn79094431,0,0
gcn79094432,0,0
gcn79094460,0,0
gcn79094474,0,0
gcn79094489,0,0
gcn79094496,0,0
gcn79094501,0,0
gcn79094524,0,0
gcn79094527,0,0
gcn79094532,0,0
gcn79094547,0,0
gcn79094557,0,0
gcn79094564,0,0
gcn79094574,0,0
gcn79094576,0,0
gcn79094586,0,0
gcn79094601,0,0
gcn79094609,1,25
gcn79094610,0,0
gcn79094626,0,0
gcn79094630,0,0
gcn79094645,0,0
gcn79094658,0,0
gcn79094668,0,0
gcn79094689,0,0
gcn79094692,0,0
gcn79094702,0,0
gcn79094703,0,0
gcn79094719,0,0
gcn79094722,0,0
gcn79094726,0,0
gcn79094730,0,0
gcn79094731,0,0
gcn79094753,0,0
gcn79094754,0,0
gcn79094762,0,0
gcn79094764,0,0
gcn79094769,0,0
gcn79094776,0,0
gcn79094779,0,0
gcn79094785,0,0
gcn79094786,0,0
gcn79094790,0,0
gcn79094815,0,0
gcn79094817,0,0
gcn79094820,0,0
gcn79094824,0,0
gcn79094836,0,0
gcn79094837,0,0
gcn79094839,0,0
gcn79094859,0,0
gcn79094867,0,0
gcn79094869,0,0
gcn79094871,0,0
gcn79094880,0,0
gcn79094882,1,5
gcn79094896,0,0
gcn79094902,0,0
gcn79094911,0,0
gcn79094914,0,0
gcn79094918,0,0
gcn79094920,0,0
gcn79094932,0,0
gcn79094936,0,0
gcn79094941,0,0
gcn79094942,0,0
gcn79094945,0,0
gcn79094948,0,0
gcn79094953,0,0
gcn79094962,0,0
gcn79094979,0,0
gcn79094982,0,0
gcn79094998,0,0
gcn79095010,0,0
gcn79095011,0,0
gcn79095013,0,0
gcn79095016,0,0
gcn79095017,0,0
gcn79095021,0,0
gcn79095029,0,0
gcn79095034,0,0
gcn79095037,0,0
gcn79095041,0,0
gcn79095051,0,0
gcn79095058,0,0
gcn79095069,0,0
gcn79095075,0,0
gcn79095079,0,0
gcn79095080,0,0
gcn79095081,0,0
gcn79095089,0,0
gcn79095091,0,0
gcn79095093,0,0
gcn79095096,0,0
gcn79095100,0,0
gcn79095102,0,0
gcn79095106,0,0
gcn79095112,0,0
gcn79095114,0,0
gcn79095116,0,0
gcn79095124,0,0
gcn79095129,0,0
gcn79095141,0,0
gcn79095144,0,0
gcn79095147,0,0
gcn79095153,0,0
gcn79095159,0,0
gcn79095161,0,0
gcn79095178,0,0
gcn79095180,0,0
gcn79095186,0,0
gcn79095191,0,0
gcn79095214,1,3
gcn79095216,0,0
gcn79095219,0,0
gcn79095229,0,0
gcn79095234,0,0
gcn79095239,0,0
gcn79095240,0,0
gcn79095255,0,0
gcn79095268,0,0
gcn79095269,0,0
gcn79095275,0,0
gcn79095279,0,0
gcn79095280,0,0
gcn79095284,0,0
gcn79095287,0,0
gcn79095292,0,0
gcn79095303,0,0
gcn79095310,0,0
gcn79095312,0,0
gcn79095313,0,0
gcn79095315,0,0
gcn79095319,0,0
gcn79095321,0,0
gcn79095323,0,0
gcn79095330,0,0
gcn79095336,0,0
gcn79095341,0,0
gcn79095343,0,0
gcn79095345,0,0
gcn79095358,0,0
gcn79095360,0,0
gcn79095362,0,0
gcn79095368,0,0
gcn79095374,0,0
gcn79095375,0,0
gcn79095382,0,0
gcn79095392,0,0
gcn79095408,0,0
gcn79095409,0,0
gcn79095410,0,0
gcn79095416,0,0
gcn79095422,0,0
gcn79095424,0,0
gcn79095425,0,0
gcn79095438,0,0
gcn79095440,0,0
gcn79095442,0,0
gcn79095448,0,0
gcn79095450,0,0
gcn79095467,0,0
gcn79095468,0,0
gcn79095469,0,0
gcn79095473,0,0
gcn79095474,0,0
gcn79095478,1,7
gcn79095480,0,0
gcn79095482,0,0
gcn79095485,0,0
gcn79095487,0,0
gcn79095489,0,0
gcn79095490,0,0
gcn79095491,0,0
gcn79095496,0,0
gcn79095501,0,0
gcn79095502,0,0
gcn79095511,0,0
gcn79095529,0,0
gcn79095537,0,0
gcn79095539,0,0
gcn79095552,0,0
gcn79095554,0,0
gcn79095557,0,0
gcn79095558,0,0
gcn79095561,0,0
gcn79095566,0,0
gcn79095571,0,0
gcn79095604,0,0
gcn79095607,0,0
gcn79095627,0,0
gcn79095641,0,0
gcn79095645,0,0
gcn79095646,0,0
gcn79095649,0,0
gcn79095660,0,0
gcn79095673,0,0
gcn79095678,0,0
gcn79095681,0,0
gcn79095683,0,0
gcn79095694,0,0
gcn79095699,0,0
gcn79095708,0,0
gcn79095711,0,0
gcn79095720,0,0
gcn79095728,0,0
gcn79095742,0,0
gcn79095743,0,0
gcn79095747,0,0
gcn79095757,0,0
gcn79095758,0,0
gcn79095765,0,0
gcn79095768,0,0
gcn79095769,0,0
gcn79095770,0,0
gcn79095773,0,0
gcn79095776,0,0
gcn79095791,0,0
gcn79095814,0,0
gcn79095816,0,0
gcn79095825,0,0
gcn79095826,0,0
gcn79095832,0,0
gcn79095838,0,0
gcn79095839,1,2
gcn79095846,0,0
gcn79095850,0,0
gcn79095852,0,0
gcn79095857,0,0
gcn79095858,0,0
gcn79095861,0,0
gcn79095862,0,0
gcn79095863,0,0
gcn79095872,0,0
gcn79095897,0,0
gcn79095900,0,0
gcn79095906,0,0
gcn79095916,0,0
gcn79095921,0,0
gcn79095923,0,0
gcn79095925,0,0
gcn79095926,0,0
gcn79095927,0,0
gcn79095928,0,0
gcn79095963,0,0
gcn79095975,0,0
gcn79095992,0,0
gcn79096006,0,0
gcn79096017,0,0
gcn79096020,0,0
gcn79096023,0,0
gcn79096038,0,0
gcn79096041,0,0
gcn79096044,0,0
gcn79096051,0,0
gcn79096069,0,0
gcn79096070,0,0
gcn79096075,0,0
gcn79096081,0,0
gcn79096082,0,0
gcn79096083,0,0
gcn79096084,0,0
gcn79096091,0,0
gcn79096092,0,0
gcn79096095,0,0
gcn79096098,0,0
gcn79096105,0,0
gcn79096117,1,4
gcn79096123,0,0
gcn79096127,0,0
gcn79096142,0,0
gcn79096151,0,0
gcn79096166,0,0
gcn79096170,0,0
gcn79096182,0,0
gcn79096189,0,0
gcn79096194,0,0
gcn79096195,0,0
gcn79096198,0,0
gcn79096208,0,0
gcn79096220,0,0
gcn79096233,0,0
gcn79096235,0,0
gcn79096239,0,0
gcn79096249,0,0
gcn79096250,0,0
gcn79096257,0,0
gcn79096271,0,0
gcn79096273,0,0
gcn79096283,1,8
gcn79096296,0,0
gcn79096298,0,0
gcn79096308,0,0
gcn79096314,0,0
gcn79096316,0,0
gcn79096318,0,0
gcn79096320,0,0
gcn79096321,0,0
gcn79096322,0,0
gcn79096324,0,0
gcn79096343,0,0
gcn79096357,0,0
gcn79096362,0,0
gcn79096363,0,0
gcn79096366,0,0
gcn79096371,0,0
gcn79096374,0,0
gcn79096376,0,0
gcn79096387,0,0
gcn79096388,0,0
gcn79096397,0,0
gcn79096401,0,0
gcn79096411,0,0
gcn79096424,0,0
gcn79096427,0,0
gcn79096436,0,0
gcn79096442,0,0
gcn79096448,0,0
gcn79096454,0,0
gcn79096463,0,0
gcn79096474,0,0
gcn79096480,0,0
gcn79096490,0,0
gcn79096492,0,0
gcn79096493,0,0
gcn79096496,0,0
gcn79096502,0,0
gcn79096504,0,0
gcn79096515,0,0
gcn79096522,0,0
gcn79096525,0,0
gcn79096527,0,0
gcn79096529,0,0
gcn79096532,0,0
gcn79096542,0,0
gcn79096543,0,0
gcn79096545,0,0
gcn79096553,0,0
gcn79096558,0,0
gcn79096567,0,0
gcn79096571,0,0
gcn79096576,0,0
gcn79096579,0,0
gcn79096580,0,0
gcn79096586,0,0
gcn79096591,0,0
gcn79096597,0,0
gcn79096606,0,0
gcn79096614,0,0
gcn79096619,0,0
gcn79096621,0,0
gcn79096632,0,0
gcn79096638,0,0
gcn79096660,0,0
gcn79096661,0,0
gcn79096662,0,0
gcn79096664,0,0
gcn79096673,0,0
gcn79096674,0,0
gcn79096679,0,0
gcn79096687,0,0
gcn79096717,0,0
gcn79096720,0,0
gcn79096723,0,0
gcn79096729,0,0
gcn79096746,0,0
gcn79096747,0,0
gcn79096748,0,0
gcn79096757,0,0
gcn79096760,0,0
gcn79096775,0,0
gcn79096777,0,0
gcn79096780,0,0
gcn79096791,0,0
gcn79096794,0,0
gcn79096796,0,0
gcn79096800,0,0
gcn79096801,0,0
gcn79096804,0,0
gcn79096805,0,0
gcn79096819,0,0
gcn79096823,0,0
gcn79096829,0,0
gcn79096830,0,0
gcn79096833,0,0
gcn79096834,0,0
gcn79096843,0,0
gcn79096863,0,0
gcn79096872,0,0
gcn79096877,0,0
gcn79096888,0,0
gcn79096890,0,0
gcn79096892,0,0
gcn79096894,0,0
gcn79096911,0,0
gcn79096915,0,0
gcn79096924,0,0
gcn79096932,0,0
gcn79096936,0,0
gcn79096949,0,0
gcn79096950,0,0
gcn79096967,0,0
gcn79096970,0,0
gcn79096976,0,0
gcn79096993,0,0
gcn79096997,0,0
gcn79097007,1,5
gcn79097012,0,0
gcn79097021,1,8
gcn79097037,0,0
gcn79097041,0,0
gcn79097042,0,0
gcn79097045,0,0
gcn79097054,0,0
gcn79097058,0,0
gcn79097061,0,0
gcn79097085,0,0
gcn79097091,0,0
gcn79097096,0,0
gcn79097099,0,0
gcn79097103,0,0
gcn79097107,0,0
gcn79097112,0,0
gcn79097114,0,0
gcn79097124,0,0
gcn79097130,0,0
gcn79097132,0,0
gcn79097141,0,0
gcn79097148,0,0
gcn79097149,0,0
gcn79097160,0,0
gcn79097166,0,0
gcn79097176,0,0
gcn79097187,0,0
gcn79097192,0,0
gcn79097211,0,0
gcn79097231,0,0
gcn79097232,0,0
gcn79097234,0,0
gcn79097238,0,0
gcn79097253,0,0
gcn79097266,0,0
gcn79097274,0,0
gcn79097289,0,0
gcn79097292,1,10
gcn79097294,0,0
gcn79097297,0,0
gcn79097298,0,0
gcn79097333,0,0
gcn79097343,0,0
gcn79097344,0,0
gcn79097347,0,0
gcn79097348,0,0
gcn79097369,0,0
gcn79097370,0,0
gcn79097371,0,0
gcn79097377,0,0
gcn79097379,0,0
gcn79097384,0,0
gcn79097391,0,0
gcn79097392,0,0
gcn79097393,0,0
gcn79097397,0,0
gcn79097398,0,0
gcn79097400,0,0
gcn79097401,0,0
gcn79097407,0,0
gcn79097409,0,0
gcn79097412,0,0
gcn79097420,0,0
gcn79097439,0,0
gcn79097440,0,0
gcn79097443,0,0
gcn79097453,0,0
gcn79097458,0,0
gcn79097462,0,0
gcn79097468,0,0
gcn79097477,0,0
gcn79097483,0,0
gcn79097488,0,0
gcn79097490,0,0
gcn79097494,0,0
gcn79097499,0,0
gcn79097509,0,0
gcn79097515,0,0
gcn79097516,0,0
gcn79097521,0,0
gcn79097522,0,0
gcn79097523,0,0
gcn79097538,0,0
gcn79097542,0,0
gcn79097549,0,0
gcn79097551,0,0
gcn79097565,0,0
gcn79097573,0,0
gcn79097599,0,0
gcn79097612,0,0
gcn79097613,0,0
gcn79097615,0,0
gcn79097628,0,0
gcn79097629,0,0
gcn79097641,0,0
gcn79097664,0,0
gcn79097670,0,0
gcn79097671,0,0
gcn79097678,0,0
gcn79097694,0,0
gcn79097722,0,0
gcn79097730,0,0
gcn79097736,0,0
gcn79097739,0,0
gcn79097753,0,0
gcn79097759,0,0
gcn79097760,0,0
gcn79097812,0,0
gcn79097819,0,0
gcn79097825,0,0
gcn79097835,0,0
gcn79097836,0,0
gcn79097842,0,0
gcn79097850,0,0
gcn79097851,0,0
gcn79097853,0,0
gcn79097854,0,0
gcn79097857,0,0
gcn79097872,0,0
gcn79097874,0,0
gcn79097876,0,0
gcn79097878,0,0
gcn79097889,0,0
gcn79097898,0,0
gcn79097901,0,0
gcn79097917,0,0
gcn79097939,0,0
gcn79097946,0,0
gcn79097955,0,0
gcn79097956,0,0
gcn79097969,0,0
gcn79097976,0,0
gcn79097977,0,0
gcn79097979,0,0
gcn79097986,0,0
gcn79097988,0,0
gcn79097995,0,0
gcn79098003,0,0
gcn79098013,0,0
gcn79098017,0,0
gcn79098022,0,0
gcn79098030,0,0
gcn79098035,0,0
gcn79098043,0,0
gcn79098052,0,0
gcn79098054,0,0
gcn79098077,0,0
gcn79098085,0,0
gcn79098100,0,0
gcn79098104,0,0
gcn79098111,0,0
gcn79098114,0,0
gcn79098116,0,0
gcn79098122,0,0
gcn79098135,0,0
gcn79098136,0,0
gcn79098137,1,8
gcn79098140,0,0
gcn79098150,0,0
gcn79098151,0,0
gcn79098167,0,0
gcn79098170,0,0
gcn79098175,0,0
gcn79098178,0,0
gcn79098179,0,0
gcn79098183,0,0
gcn79098190,0,0
gcn79098194,0,0
gcn79098201,0,0
gcn79098206,0,0
gcn79098212,0,0
gcn79098235,0,0
gcn79098239,0,0
gcn79098242,0,0
gcn79098246,0,0
gcn79098255,0,0
gcn79098260,0,0
gcn79098270,0,0
gcn79098272,0,0
gcn79098274,0,0
gcn79098283,0,0
gcn79098288,0,0
gcn79098289,0,0
gcn79098311,0,0
gcn79098316,0,0
gcn79098325,0,0
gcn79098327,0,0
gcn79098331,0,0
gcn79098335,0,0
gcn79098343,0,0
gcn79098347,0,0
gcn79098348,0,0
gcn79098350,0,0
gcn79098355,0,0
gcn79098356,0,0
gcn79098358,0,0
gcn79098362,0,0
gcn79098386,0,0
gcn79098390,0,0
gcn79098395,0,0
gcn79098396,0,0
gcn79098407,0,0
gcn79098417,0,0
gcn79098425,0,0
gcn79098429,0,0
gcn79098434,0,0
gcn79098447,0,0
gcn79098458,0,0
gcn79098461,0,0
gcn79098465,0,0
gcn79098469,0,0
gcn79098481,0,0
